role,job_title,company,location,experience,salary,skills,posted_date,exp_min,exp_max,exp_avg,min_sal,max_sal,sal_avg_lpa,skills_list,skills_normalized
Data Analyst,Client Data Analyst,JPMorgan Chase Bank,Bengaluru,1-7 Yrs,,"interviewing, service operations, data analysis, mathematics, presentation skills, subject matter expertise, teaching, change management",1 day ago,1.0,7.0,4.0,,,,"['interviewing', 'service operations', 'data analysis', 'mathematics', 'presentation skills', 'subject matter expertise', 'teaching', 'change management']","interviewing, service operations, data analysis, mathematics, presentation skills, subject matter expertise, teaching, change management"
Data Analyst,Client Data Analyst,JPMorgan Chase Bank,Bengaluru,1-7 Yrs,,"data analysis, data analytics, business requirements, data mining, predictive analytics, presentation skills, business analysis, power bi",1 day ago,1.0,7.0,4.0,,,,"['data analysis', 'data analytics', 'business requirements', 'data mining', 'predictive analytics', 'presentation skills', 'business analysis', 'power bi']","data analysis, data analytics, business requirements, data mining, predictive analytics, presentation skills, business analysis, power bi"
Data Analyst,Data Analyst,Tata Consultancy Services,Chennai,3-8 Yrs,,"Data Analysis, Sales Report, Power Bi, Advanced Excel, Market Analysis, Data Analytics, Reporting, Data",1 week ago,3.0,8.0,5.5,,,,"['data analysis', 'sales report', 'power bi', 'advanced excel', 'market analysis', 'data analytics', 'reporting', 'data']","data analysis, sales report, power bi, advanced excel, market analysis, data analytics, reporting, data"
Data Analyst,Client Data Analyst,JPMorgan Chase Bank,Bengaluru,1-7 Yrs,,"Operational risk, Compliance, Data collection, Workflow, Data Analyst, Management, MS Office, banking products",1 day ago,1.0,7.0,4.0,,,,"['operational risk', 'compliance', 'data collection', 'workflow', 'data analyst', 'management', 'office', 'banking products']","operational risk, compliance, data collection, workflow, data analyst, management, office, banking products"
Data Analyst,Data Analyst,Zero Gravity Photography,Chennai,0-2 Yrs,,"Usage, Business reporting, Data Analyst, Management, Data analysis, Data, Reporting",1 day ago,0.0,2.0,1.0,,,,"['usage', 'business reporting', 'data analyst', 'management', 'data analysis', 'data', 'reporting']","usage, business reporting, data analyst, management, data analysis, data, reporting"
Data Analyst,Data Analyst,Convegenius Edu,Jaipur,0-3 Yrs,,"database maintenance, python, data analytics, data analysis, sas, data mining, predictive analytics, business analysis",2 days ago,0.0,3.0,1.5,,,,"['database maintenance', 'python', 'data analytics', 'data analysis', 'sas', 'data mining', 'predictive analytics', 'business analysis']","database maintenance, python, data analytics, data analysis, sas, data mining, predictive analytics, business analysis"
Data Analyst,Data Analyst,Leading Client,Bengaluru,2-5 Yrs,,"python, sql, pandas, tableau, basic sql, charts, data analysis, data analytics",2 days ago,2.0,5.0,3.5,,,,"['python', 'sql', 'pandas', 'tableau', 'basic sql', 'charts', 'data analysis', 'data analytics']","python, sql, pandas, tableau, basic sql, charts, data analysis, data analytics"
Data Analyst,Company Data Analyst,MSCI Services,Mumbai,1-4 Yrs,,"database management, python, data analysis, data analytics, power bi, machine learning, research, sql",1 day ago,1.0,4.0,2.5,,,,"['database management', 'python', 'data analysis', 'data analytics', 'power bi', 'machine learning', 'research', 'sql']","database management, python, data analysis, data analytics, power bi, machine learning, research, sql"
Data Analyst,Opening For data analyst SME / TM @Hyderabad,Cognizant,Hyderabad,3-6 Yrs,,"Data Analytics, Power Bi, SAS, VBA, mis, Snowflake, Data Analysis, Advanced Excel",6 days ago,3.0,6.0,4.5,,,,"['data analytics', 'power bi', 'sas', 'vba', 'mis', 'snowflake', 'data analysis', 'advanced excel']","data analytics, power bi, sas, vba, mis, snowflake, data analysis, advanced excel"
Data Analyst,Data Analyst,Cloudtara Technologies,Bengaluru,1-3 Yrs,,"database maintenance, python, data analytics, data analysis, data mining, predictive analytics, business analysis, power bi",1 day ago,1.0,3.0,2.0,,,,"['database maintenance', 'python', 'data analytics', 'data analysis', 'data mining', 'predictive analytics', 'business analysis', 'power bi']","database maintenance, python, data analytics, data analysis, data mining, predictive analytics, business analysis, power bi"
Data Analyst,Data Analyst,Aroha Technologies,Bengaluru,0-3 Yrs,,"Data Analyst, Data, Data analysis",1 day ago,0.0,3.0,1.5,,,,"['data analyst', 'data', 'data analysis']","data analyst, data, data analysis"
Data Analyst,"Data Analyst, Corporate Audit",Cargill,Gurugram,2-5 Yrs,,"data analysis, data analytics, data manipulation, data visualization, statistics, python, data management, data validation",1 day ago,2.0,5.0,3.5,,,,"['data analysis', 'data analytics', 'data manipulation', 'data visualization', 'statistics', 'python', 'data management', 'data validation']","data analysis, data analytics, data manipulation, data visualization, statistics, python, data management, data validation"
Data Analyst,Data Analyst,Hexaware Technologies,"Hybrid - Pune, Chennai, Bengaluru",8-12 Yrs,13-18 Lacs PA,"Data Warehousing, ETL, SQL, Warehouse, Data, Data analysis",2 days ago,8.0,12.0,10.0,13.0,18.0,15.5,"['data warehousing', 'etl', 'sql', 'warehouse', 'data', 'data analysis']","data warehousing, etl, sql, warehouse, data, data analysis"
Data Analyst,Data Analyst,S&P Global Market Intelligence,Bengaluru,3-5 Yrs,,"data analysis, supply chain, process improvement, primary research, market intelligence, python, macros, data analytics",2 days ago,3.0,5.0,4.0,,,,"['data analysis', 'supply chain', 'process improvement', 'primary research', 'market intelligence', 'python', 'macros', 'data analytics']","data analysis, supply chain, process improvement, primary research, market intelligence, python, macros, data analytics"
Data Analyst,Data Analyst (SWAT) - NCT,Deutsche Bank,Bengaluru,1-4 Yrs,,"python, data analysis, sql, data quality, etl, algorithms, data management, data validation",1 day ago,1.0,4.0,2.5,,,,"['python', 'data analysis', 'sql', 'data quality', 'etl', 'algorithms', 'data management', 'data validation']","python, data analysis, sql, data quality, etl, algorithms, data management, data validation"
Data Analyst,Data Analyst,Disc Technology Services,"Mumbai, Hyderabad, New Delhi, Chennai, Bengaluru",3-5 Yrs,,"master data, metadata, python, data analysis, data management, data analytics, data validation, configuration",1 day ago,3.0,5.0,4.0,,,,"['master data', 'metadata', 'python', 'data analysis', 'data management', 'data analytics', 'data validation', 'configuration']","master data, metadata, python, data analysis, data management, data analytics, data validation, configuration"
Data Analyst,Data Analyst - L4,Wipro,Bengaluru,5-8 Yrs,,"data analysis, data warehousing, warehouse, informatica, data integration, python, data validation, data mining",1 day ago,5.0,8.0,6.5,,,,"['data analysis', 'data warehousing', 'warehouse', 'informatica', 'data integration', 'python', 'data validation', 'data mining']","data analysis, data warehousing, warehouse, informatica, data integration, python, data validation, data mining"
Data Analyst,Data Analyst,C2fo India Technologies,Noida,1-4 Yrs,6-8.5 Lacs PA,"Power Bi Reports, SQL, Python, Dax Queries, Power Bi Dashboards, Vba Automation, Data Visualization, Advanced Excel",1 day ago,1.0,4.0,2.5,6.0,8.5,7.25,"['power bi reports', 'sql', 'python', 'dax queries', 'power bi dashboards', 'vba automation', 'data visualization', 'advanced excel']","power bi reports, sql, python, dax queries, power bi dashboards, vba automation, data visualization, advanced excel"
Data Analyst,S&C GN - Data&AI - Resources - Analyst,Accenture,Bengaluru,4-8 Yrs,,"python, data analysis, machine learning, artificial intelligence, sql, data analytics, natural language processing, data mining",1 day ago,4.0,8.0,6.0,,,,"['python', 'data analysis', 'machine learning', 'artificial intelligence', 'sql', 'data analytics', 'natural language processing', 'data mining']","python, data analysis, machine learning, artificial intelligence, sql, data analytics, natural language processing, data mining"
Data Analyst,Data Analyst,Emids Technologies,"Noida, Hyderabad, Bengaluru",8-10 Yrs,,"SQL, Python, Data Analytics, Analytics, Data, Data analysis",1 day ago,8.0,10.0,9.0,,,,"['sql', 'python', 'data analytics', 'analytics', 'data', 'data analysis']","sql, python, data analytics, analytics, data, data analysis"
Data Analyst,Data Analyst,Egon Zender,"Noida, Hyderabad, Gurugram, Bengaluru, Delhi / NCR, Mumbai (All Areas)",0-5 Yrs,3-8 Lacs PA,"Data Quality, Data Analysis, Power Bi, Data Management, Data Cleansing, Data Visualization, Tableau, Data Analytics",2 weeks ago,0.0,5.0,2.5,3.0,8.0,5.5,"['data quality', 'data analysis', 'power bi', 'data management', 'data cleansing', 'data visualization', 'tableau', 'data analytics']","data quality, data analysis, power bi, data management, data cleansing, data visualization, tableau, data analytics"
Data Analyst,Data Analyst - L3,Wipro,Mumbai,3-5 Yrs,,"data analysis, data warehousing, sql, oracle sql, data integration, python, oracle, data validation",1 day ago,3.0,5.0,4.0,,,,"['data analysis', 'data warehousing', 'sql', 'oracle sql', 'data integration', 'python', 'oracle', 'data validation']","data analysis, data warehousing, sql, oracle sql, data integration, python, oracle, data validation"
Data Analyst,Data Analyst,Unipath Specialty Laboratory,Ahmedabad,1-5 Yrs,,"python, data analysis, data management, data analytics, data mining, predictive analytics, business analysis, power bi",6 days ago,1.0,5.0,3.0,,,,"['python', 'data analysis', 'data management', 'data analytics', 'data mining', 'predictive analytics', 'business analysis', 'power bi']","python, data analysis, data management, data analytics, data mining, predictive analytics, business analysis, power bi"
Data Analyst,Data Analyst,S&P Global Market Intelligence,Noida,3-6 Yrs,,"data analysis, lean methodology, sql, bi tools, secondary research, data operations, project management, management skills",2 days ago,3.0,6.0,4.5,,,,"['data analysis', 'lean methodology', 'sql', 'bi tools', 'secondary research', 'data operations', 'project management', 'management skills']","data analysis, lean methodology, sql, bi tools, secondary research, data operations, project management, management skills"
Data Analyst,Data Scientist / Data Analyst (R Focus),Geotechnosoft,Patna,0-2 Yrs,,"Computer science, Data analysis, Focus, Analytical, Machine learning, Data collection, Data Analyst, Data quality",2 weeks ago,0.0,2.0,1.0,,,,"['computer science', 'data analysis', 'focus', 'analytical', 'machine learning', 'data collection', 'data analyst', 'data quality']","computer science, data analysis, focus, analytical, machine learning, data collection, data analyst, data quality"
Data Analyst,Data Analyst,dt,"Kolkata, Hyderabad, Bengaluru",4-8 Yrs,5-11 Lacs PA,"VBA, Advanced Excel, Tableau, Macros, Power Query, Excellent Verbal And Written Communication Skills, Excellent Communication In English, Excel",1 day ago,4.0,8.0,6.0,5.0,11.0,8.0,"['vba', 'advanced excel', 'tableau', 'macros', 'power query', 'excellent verbal and written communication skills', 'excellent communication in english', 'excel']","vba, advanced excel, tableau, macros, power query, excellent verbal and written communication skills, excellent communication in english, excel"
Data Analyst,Data Analyst,dhgfd,"Hyderabad, Gurugram, Bengaluru",4-9 Yrs,5-11 Lacs PA,"VBA, Advanced Excel, Tableau, Macros, Power Query, Excellent Verbal And Written Communication Skills, Excellent Communication In English, Written communication",1 day ago,4.0,9.0,6.5,5.0,11.0,8.0,"['vba', 'advanced excel', 'tableau', 'macros', 'power query', 'excellent verbal and written communication skills', 'excellent communication in english', 'written communication']","vba, advanced excel, tableau, macros, power query, excellent verbal and written communication skills, excellent communication in english, written communication"
Data Analyst,Data Analyst (Only Work from Office - 11AM To 8PM) Bangalore & Chennai,Ismart Clearvue Solutions,"Chennai, Bengaluru",4-6 Yrs,6-8 Lacs PA,"Power BI, SQL, MDX, Excel, Power Pivot, Dax, Power Query, Bi",1 day ago,4.0,6.0,5.0,6.0,8.0,7.0,"['power bi', 'sql', 'mdx', 'excel', 'power pivot', 'dax', 'power query', 'bi']","power bi, sql, mdx, excel, power pivot, dax, power query, bi"
Data Analyst,Data Analyst,Quinnox,Hybrid - Bengaluru,6-9 Yrs,,"sigma, Snowflake Db, Tableau, Tibco Spotfire, Data Analytics, Cdc, Power Bi, ETL Tool",1 week ago,6.0,9.0,7.5,,,,"['sigma', 'snowflake db', 'tableau', 'tibco spotfire', 'data analytics', 'cdc', 'power bi', 'etl tool']","sigma, snowflake db, tableau, tibco spotfire, data analytics, cdc, power bi, etl tool"
Data Analyst,Python Data Analyst,Alp Consulting Ltd.,,2-5 Yrs,,"Report generation, Mechanical, Programming, Data Analyst, Python, Data, Python Data, Data analysis",1 day ago,2.0,5.0,3.5,,,,"['report generation', 'mechanical', 'programming', 'data analyst', 'python', 'data', 'python data', 'data analysis']","report generation, mechanical, programming, data analyst, python, data, python data, data analysis"
Data Analyst,Data Analyst,hlkn,"Pune, Chennai, Mumbai (All Areas)",4-9 Yrs,5-11 Lacs PA,"VBA, Advanced Excel, Tableau, Macros, Power Query, Excellent Verbal And Written Communication Skills, Excellent Communication In English, Written communication",1 day ago,4.0,9.0,6.5,5.0,11.0,8.0,"['vba', 'advanced excel', 'tableau', 'macros', 'power query', 'excellent verbal and written communication skills', 'excellent communication in english', 'written communication']","vba, advanced excel, tableau, macros, power query, excellent verbal and written communication skills, excellent communication in english, written communication"
Data Analyst,Data Analyst,Tata Technologies,"Chennai, Bengaluru",4-6 Yrs,,"Data Analytics, NoSQL, Power Bi, testing, Cicd Pipeline, Code Review, Coding, Analytics",1 week ago,4.0,6.0,5.0,,,,"['data analytics', 'nosql', 'power bi', 'testing', 'cicd pipeline', 'code review', 'coding', 'analytics']","data analytics, nosql, power bi, testing, cicd pipeline, code review, coding, analytics"
Data Analyst,Audit Data Analyst,Tech Mahindra,Noida,4-7 Yrs,,"Data Validation, VLOOKUP, Excellent Communication Skills, Advanced Excel, Formulas, X Lookup, Excel, Lookup",1 day ago,4.0,7.0,5.5,,,,"['data validation', 'vlookup', 'excellent communication skills', 'advanced excel', 'formulas', 'x lookup', 'excel', 'lookup']","data validation, vlookup, excellent communication skills, advanced excel, formulas, x lookup, excel, lookup"
Data Analyst,Data Analyst (Contract - 6months),WPP,Gurugram,5-8 Yrs,,"Computer science, Data analysis, Manager Quality Assurance, Google Analytics, Web analytics, Data modeling, Business analytics, Digital marketing",1 day ago,5.0,8.0,6.5,,,,"['computer science', 'data analysis', 'manager quality assurance', 'google analytics', 'web analytics', 'data modeling', 'business analytics', 'digital marketing']","computer science, data analysis, manager quality assurance, google analytics, web analytics, data modeling, business analytics, digital marketing"
Data Analyst,Data Analyst,Enterprise Minds,Bengaluru,1-4 Yrs,,"hive, python, sql, pandas, spark, data analysis, sql queries, data analytics",1 week ago,1.0,4.0,2.5,,,,"['hive', 'python', 'sql', 'pandas', 'spark', 'data analysis', 'sql queries', 'data analytics']","hive, python, sql, pandas, spark, data analysis, sql queries, data analytics"
Data Analyst,Data Analyst - Python Programming,Leading Client,Remote,4-6 Yrs,,"Data Analyst, Power BI, Data Visualization, Data Visualization Tools, SQL Server, Data Modeling, Tableau, Data Warehousing",1 week ago,4.0,6.0,5.0,,,,"['data analyst', 'power bi', 'data visualization', 'data visualization tools', 'sql', 'data modeling', 'tableau', 'data warehousing']","data analyst, power bi, data visualization, data visualization tools, sql, data modeling, tableau, data warehousing"
Data Analyst,Azure Data Analyst,Tata Consultancy Services,"Indore, Hyderabad, Pune",4-9 Yrs,,"Azure Synapse, ADF, Power BI, Data analysis, Microsoft Azure, Azure Data Factory, Bi, Oracle ADF",2 days ago,4.0,9.0,6.5,,,,"['azure synapse', 'adf', 'power bi', 'data analysis', 'azure', 'azure data factory', 'bi', 'oracle adf']","azure synapse, adf, power bi, data analysis, azure, azure data factory, bi, oracle adf"
Data Analyst,Data Analyst,Product based company,Bengaluru,8-13 Yrs,20-27.5 Lacs PA,"S3, Data Analysis, QlikSense, AWS, Athena, Data Visualization, Lambada, Dashboard Development",1 day ago,8.0,13.0,10.5,20.0,27.5,23.75,"['s3', 'data analysis', 'qliksense', 'aws', 'athena', 'data visualization', 'lambada', 'dashboard development']","s3, data analysis, qliksense, aws, athena, data visualization, lambada, dashboard development"
Data Analyst,Data Analyst,Fortune India 500 IT Services Firm,Bengaluru,7-12 Yrs,14-24 Lacs PA,"T-SQL, Data Warehousing, ETL, Star Schema, RDBMS, OLAP, ER Model, Data Modeling",1 day ago,7.0,12.0,9.5,14.0,24.0,19.0,"['t', 'sql', 'data warehousing', 'etl', 'star schema', 'rdbms', 'olap', 'er model', 'data modeling']","t, sql, data warehousing, etl, star schema, rdbms, olap, er model, data modeling"
Data Analyst,Gen AI/ AIML/ Data Analyst,Tata Consultancy Services,"New Delhi, Gurugram, Delhi / NCR",8-13 Yrs,,"Gen AI, Telecom, Al, Data Analytics, Ml, Aiml, Telecommunication, Analytics",2 weeks ago,8.0,13.0,10.5,,,,"['gen ai', 'telecom', 'al', 'data analytics', 'ml', 'aiml', 'telecommunication', 'analytics']","gen ai, telecom, al, data analytics, ml, aiml, telecommunication, analytics"
Data Analyst,Data Analyst,Leading Client,Hybrid - Bengaluru,0-2 Yrs,,"Data Analysis, Data Science, Data visualizations, Data Analytics, Data, Analysis, Analytics, Data Visualization",2 weeks ago,0.0,2.0,1.0,,,,"['data analysis', 'data science', 'data visualizations', 'data analytics', 'data', 'analysis', 'analytics', 'data visualization']","data analysis, data science, data visualizations, data analytics, data, analysis, analytics, data visualization"
Data Analyst,Data Analyst,Cloud Xtreme,Hybrid - Hyderabad,4-6 Yrs,9-19 Lacs PA,"Database Creation, Tableau, Reporting, Data Analytics, SQL Azure, DBMS, SQL Server, Data analysis",1 week ago,4.0,6.0,5.0,9.0,19.0,14.0,"['database creation', 'tableau', 'reporting', 'data analytics', 'sql azure', 'dbms', 'sql', 'data analysis']","database creation, tableau, reporting, data analytics, sql azure, dbms, sql, data analysis"
Data Analyst,Data Analyst- 6 Months Contractual,Egon Zehnder,Gurugram,1-5 Yrs,,"global operations, Data validation, Senior management, Analytical, Data Analyst, Data analytics, Manager Quality Control, Operations",1 week ago,1.0,5.0,3.0,,,,"['global operations', 'data validation', 'senior management', 'analytical', 'data analyst', 'data analytics', 'manager quality control', 'operations']","global operations, data validation, senior management, analytical, data analyst, data analytics, manager quality control, operations"
Data Analyst,Data Analyst,PubMatic,Pune,2-5 Yrs,,"hive, analytical, formulas, advertising, microsoft, dashboards, sql, analytics",1 week ago,2.0,5.0,3.5,,,,"['hive', 'analytical', 'formulas', 'advertising', 'microsoft', 'dashboards', 'sql', 'analytics']","hive, analytical, formulas, advertising, microsoft, dashboards, sql, analytics"
Data Analyst,Data Analyst || Manager || Hyderabad || Night Shift,MNC,Hyderabad,7-12 Yrs,14-18 Lacs PA,"Data Analysis, tableau, Power Bi, Data Management, Tableau Reporting, Data Analytics, DA, SQL",2 days ago,7.0,12.0,9.5,14.0,18.0,16.0,"['data analysis', 'tableau', 'power bi', 'data management', 'tableau reporting', 'data analytics', 'da', 'sql']","data analysis, tableau, power bi, data management, tableau reporting, data analytics, da, sql"
Data Analyst,Data Analyst,Ascend Capital Pvt. Ltd.,Jaipur,1-3 Yrs,2.5-4 Lacs PA,"Advanced Excel, Data Transformation, Pivot Table, Mis Analysis, Data Analysis, Formulas, Data Cleansing, Dashboard Development",1 day ago,1.0,3.0,2.0,2.5,4.0,3.25,"['advanced excel', 'data transformation', 'pivot table', 'mis analysis', 'data analysis', 'formulas', 'data cleansing', 'dashboard development']","advanced excel, data transformation, pivot table, mis analysis, data analysis, formulas, data cleansing, dashboard development"
Data Analyst,Data Analyst,Vipany Management Consulting,"Hybrid - Pune, Mumbai (All Areas)",3-6 Yrs,,"SQL Queries, Tableau / Power Bi, SQL, Data Visualization, Python, Bi, Data, Query",1 day ago,3.0,6.0,4.5,,,,"['sql queries', 'tableau', 'power bi', 'sql', 'data visualization', 'python', 'bi', 'data', 'query']","sql queries, tableau, power bi, sql, data visualization, python, bi, data, query"
Data Analyst,Data Analyst,Sure Solution,"Mumbai(Andheri East), Mumbai Suburban, Mumbai (All Areas)",3-7 Yrs,4-5 Lacs PA,"Power Bi, Advanced Excel, MIS Reporting, MIS Preparation, MIS Development, Conditional Formatting, Formulas, MIS Generation",1 day ago,3.0,7.0,5.0,4.0,5.0,4.5,"['power bi', 'advanced excel', 'mis reporting', 'mis preparation', 'mis development', 'conditional formatting', 'formulas', 'mis generation']","power bi, advanced excel, mis reporting, mis preparation, mis development, conditional formatting, formulas, mis generation"
Data Analyst,Data Analyst,Leading Client,Gurugram,6-8 Yrs,,"Statistical Analyst, Power BI, Dashboard Design, Data Analyst, Tableau, Data Analytics, SQL, Python",2 weeks ago,6.0,8.0,7.0,,,,"['statistical analyst', 'power bi', 'dashboard design', 'data analyst', 'tableau', 'data analytics', 'sql', 'python']","statistical analyst, power bi, dashboard design, data analyst, tableau, data analytics, sql, python"
Data Analyst,Data Analyst,Leading Client,Gurugram,4-6 Yrs,,"Data Warehousing, Power BI, Data Visualization, Data Analyst, Data Visualization Tools, SQL Server, Data Modeling, Tableau",2 weeks ago,4.0,6.0,5.0,,,,"['data warehousing', 'power bi', 'data visualization', 'data analyst', 'data visualization tools', 'sql', 'data modeling', 'tableau']","data warehousing, power bi, data visualization, data analyst, data visualization tools, sql, data modeling, tableau"
Data Analyst,Data Analyst - Python Programming,Leading Client,Mumbai,4-6 Yrs,,"Data Warehousing, Power BI, Data Visualization, Data Analyst, Data Visualization Tools, SQL Server, Data Modeling, Tableau",1 week ago,4.0,6.0,5.0,,,,"['data warehousing', 'power bi', 'data visualization', 'data analyst', 'data visualization tools', 'sql', 'data modeling', 'tableau']","data warehousing, power bi, data visualization, data analyst, data visualization tools, sql, data modeling, tableau"
Data Analyst,BA4 - Data Analyst,Barclays,Noida,1-7 Yrs,,"Data analysis, Data management, Operational risk, Analytical, MS Office, Risk management, Operations, Analytics",1 day ago,1.0,7.0,4.0,,,,"['data analysis', 'data management', 'operational risk', 'analytical', 'office', 'risk management', 'operations', 'analytics']","data analysis, data management, operational risk, analytical, office, risk management, operations, analytics"
Data Analyst,Data Analyst - Python Programming,Leading Client,Remote,4-6 Yrs,,"Python Programming, Power BI, Data Visualization, Data Analyst, Data Visualization Tools, SQL Server, Data Modeling, Tableau",1 week ago,4.0,6.0,5.0,,,,"['python programming', 'power bi', 'data visualization', 'data analyst', 'data visualization tools', 'sql', 'data modeling', 'tableau']","python programming, power bi, data visualization, data analyst, data visualization tools, sql, data modeling, tableau"
Data Analyst,Data Analyst - Python Programming,Leading Client,Remote,4-6 Yrs,,"Python Programming, Power BI, Data Visualization, Data Analyst, Data Visualization Tools, SQL Server, Data Modeling, Tableau",2 weeks ago,4.0,6.0,5.0,,,,"['python programming', 'power bi', 'data visualization', 'data analyst', 'data visualization tools', 'sql', 'data modeling', 'tableau']","python programming, power bi, data visualization, data analyst, data visualization tools, sql, data modeling, tableau"
Data Analyst,Data Analyst,SGS India,Pune,2-5 Yrs,,"ssms, integration, power bi, mysql, data visualization, oracle sql, sql server, sql",1 day ago,2.0,5.0,3.5,,,,"['ssms', 'integration', 'power bi', 'mysql', 'data visualization', 'oracle sql', 'sql']","ssms, integration, power bi, mysql, data visualization, oracle sql, sql"
Data Analyst,Data Analyst,Sterling Tools (STL),Faridabad,4-9 Yrs,,"Data Analytics, Operational Excellence, Business Analytics, Data Analysis, Manufacturing Operations, Advanced Excel, Dashboards, Business Analysis",1 week ago,4.0,9.0,6.5,,,,"['data analytics', 'operational excellence', 'business analytics', 'data analysis', 'manufacturing operations', 'advanced excel', 'dashboards', 'business analysis']","data analytics, operational excellence, business analytics, data analysis, manufacturing operations, advanced excel, dashboards, business analysis"
Data Analyst,FHIR Data Analyst,Infosys,Bengaluru,5-10 Yrs,,"fhir, documentation, facilitation, sdlc, agile methodology, data analysis, dns, solution delivery",2 days ago,5.0,10.0,7.5,,,,"['fhir', 'documentation', 'facilitation', 'sdlc', 'agile methodology', 'data analysis', 'dns', 'solution delivery']","fhir, documentation, facilitation, sdlc, agile methodology, data analysis, dns, solution delivery"
Data Analyst,Data Analyst - Governance,Apptad Inc,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",0-3 Yrs,,"Regulatory reporting, data governance, Data quality, Data Analyst, RTO, Private equity, SQL, Data",2 weeks ago,0.0,3.0,1.5,,,,"['regulatory reporting', 'data governance', 'data quality', 'data analyst', 'rto', 'private equity', 'sql', 'data']","regulatory reporting, data governance, data quality, data analyst, rto, private equity, sql, data"
Data Analyst,Workday HCM Data Analyst,Alp Consulting Ltd.,,2-3 Yrs,,"Business process, Health insurance, Data analysis, Payroll, Data management, HRIS, Data Analyst, Troubleshooting",1 day ago,2.0,3.0,2.5,,,,"['business process', 'health insurance', 'data analysis', 'payroll', 'data management', 'hris', 'data analyst', 'troubleshooting']","business process, health insurance, data analysis, payroll, data management, hris, data analyst, troubleshooting"
Data Analyst,Data Analyst,Titan Company,Hosur,0-5 Yrs,,"Data Analytics, Data Visualization, Dashboard Development, Data Reporting, Development, Data analysis, Data, Dashboards",2 weeks ago,0.0,5.0,2.5,,,,"['data analytics', 'data visualization', 'dashboard development', 'data reporting', 'development', 'data analysis', 'data', 'dashboards']","data analytics, data visualization, dashboard development, data reporting, development, data analysis, data, dashboards"
Data Analyst,Data Analyst,VDart Technologies,Tiruchirapalli,2-4 Yrs,,"Excel, Power Bi, Data Analysis, Data, Analysis, Bi",1 day ago,2.0,4.0,3.0,,,,"['excel', 'power bi', 'data analysis', 'data', 'analysis', 'bi']","excel, power bi, data analysis, data, analysis, bi"
Data Analyst,Data Analyst,Invent Arc,Ahmedabad,1-3 Yrs,,"Data analysis, Data collection, Data Analyst, Data mining, Data, Collections, Analysis",1 day ago,1.0,3.0,2.0,,,,"['data analysis', 'data collection', 'data analyst', 'data mining', 'data', 'collections', 'analysis']","data analysis, data collection, data analyst, data mining, data, collections, analysis"
Data Analyst,Data Analyst/Office Admin,Gurmeet Singh,Ludhiana(Gill Road),1-5 Yrs,2-5 Lacs PA,"Data Analysis, EMR Software, ClickUp, Google Sheets, Report Automation, Excel, Power BI, Dashboard Creation",1 day ago,1.0,5.0,3.0,2.0,5.0,3.5,"['data analysis', 'emr software', 'clickup', 'google sheets', 'report automation', 'excel', 'power bi', 'dashboard creation']","data analysis, emr software, clickup, google sheets, report automation, excel, power bi, dashboard creation"
Data Analyst,Data Analyst,Morningstar,Navi Mumbai,0-2 Yrs,,"data management, data analytics, sql queries, data analysis, data validation, policies, commodities, investment",2 weeks ago,0.0,2.0,1.0,,,,"['data management', 'data analytics', 'sql queries', 'data analysis', 'data validation', 'policies', 'commodities', 'investment']","data management, data analytics, sql queries, data analysis, data validation, policies, commodities, investment"
Data Analyst,"Data Analyst, EMSX",Amazon,Bengaluru,1-5 Yrs,,"Automation, SAS, Data management, Data modeling, Business analysis, Windows, SPSS, Data mining",1 week ago,1.0,5.0,3.0,,,,"['automation', 'sas', 'data management', 'data modeling', 'business analysis', 'windows', 'spss', 'data mining']","automation, sas, data management, data modeling, business analysis, windows, spss, data mining"
Data Analyst,"Data Analyst I, Field Effectiveness & Alignment",Bristol Myers Squibb,Hyderabad,1-3 Yrs,,"Operations research, Project management, Business analytics, Healthcare, Data Analyst, Data mining, IT operations, Analytics",1 day ago,1.0,3.0,2.0,,,,"['operations research', 'project management', 'business analytics', 'healthcare', 'data analyst', 'data mining', 'it operations', 'analytics']","operations research, project management, business analytics, healthcare, data analyst, data mining, it operations, analytics"
Data Analyst,Data Analyst,BNP Paribas,Chennai,3-8 Yrs,,"python, sql, tableau, database creation, dataprep, data services, data analysis, data management",2 days ago,3.0,8.0,5.5,,,,"['python', 'sql', 'tableau', 'database creation', 'dataprep', 'data services', 'data analysis', 'data management']","python, sql, tableau, database creation, dataprep, data services, data analysis, data management"
Data Analyst,Data Analyst,Barclaycard Payments,Noida,3-5 Yrs,,"data bricks, data analysis, stakeholder management, data governance, machine learning, requirement analysis, sql, communication skills",1 day ago,3.0,5.0,4.0,,,,"['data bricks', 'data analysis', 'stakeholder management', 'data governance', 'machine learning', 'requirement analysis', 'sql', 'communication skills']","data bricks, data analysis, stakeholder management, data governance, machine learning, requirement analysis, sql, communication skills"
Data Analyst,Data Analyst,Revvity Healthcare,Thane,1-4 Yrs,,"python, data analysis, power bi, machine learning, business intelligence, sql, statistics, communication skills",1 day ago,1.0,4.0,2.5,,,,"['python', 'data analysis', 'power bi', 'machine learning', 'business intelligence', 'sql', 'statistics', 'communication skills']","python, data analysis, power bi, machine learning, business intelligence, sql, statistics, communication skills"
